ID,filename,band_abbrev,abbrev_type,date_format,date_parsed,mics_etc
587539.html,ph94-10-18sbd.d2t02.shn,ph,canonical,yy-mm-dd,1994-10-18 00:00:00,sbd.d2t02
587540.html,phish2016-07-08.elam260.ck8.f8.d2t02.flac,phish,incorrect,yyyy-mm-dd,2016-07-08 00:00:00,.elam260.ck8.f8.d2t02
587541.html,ccde2016-07-02.m934b.pmd660.16bit-t01.flac,ccde,notband,yyyy-mm-dd,2016-07-02 00:00:00,.m934b.pmd660.16bit-t01
587542.html,01 BLues Man.flac,,blank,otros,,
587543.html,ph2016-07-08.mk41v.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-08 00:00:00,.mk41v.sxr4.1644.s1t01
587544.html,ph2016-07-08.mk41v.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-08 00:00:00,.mk41v.sxr4.2496.s1t01
587545.html,01 Baby Please Don't Leave.flac,,blank,otros,,
587546.html,zak2016-06-19d01t11.flac,zak,assigned,yyyy-mm-dd,2016-06-19 00:00:00,d01t11
587547.html,flecktones2016-06-16d02t01.flac,flecktones,assigned,yyyy-mm-dd,2016-06-16 00:00:00,d02t01
587548.html,julia2016-06-19d01t02.flac,julia,maybeband,yyyy-mm-dd,2016-06-19 00:00:00,d01t02
587549.html,dc2016-07-02set1t01.flac,dc,assigned,yyyy-mm-dd,2016-07-02 00:00:00,set1t01
587552.html,los2016-06-18d01t08.flac,los,variant,yyyy-mm-dd,2016-06-18 00:00:00,d01t08
587553.html,scr2016-07-09.vwmule.t01.flac,scr,maybeband,yyyy-mm-dd,2016-07-09 00:00:00,.vwmule.t01
587554.html,gd1981-05-01s1t01.flac,gd,canonical,yyyy-mm-dd,1981-05-01 00:00:00,s1t01
587555.html,gd1981-05-01s1t01.flac,gd,canonical,yyyy-mm-dd,1981-05-01 00:00:00,s1t01
587556.html,um2016-07-07t13.flac,um,canonical,yyyy-mm-dd,2016-07-07 00:00:00,t13
587557.html,um2016-07-07t13.flac,um,canonical,yyyy-mm-dd,2016-07-07 00:00:00,t13
587558.html,gd76-06-15newd1t01.flac,gd,canonical,yy-mm-dd,1976-06-15 00:00:00,newd1t01
587559.html,ph2016.07.09.mg21.set01t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mg21.set01t01
587560.html,nma2016-07-09t01.flac,nma,assigned,yyyy-mm-dd,2016-07-09 00:00:00,t01
587562.html,ph2016.07.09.mkh8060.set02.t01.dwd.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mkh8060.set02.t01.dwd
587563.html,seldomscene2016-07-09.vwmule.t01.flac,seldomscene,assigned,yyyy-mm-dd,2016-07-09 00:00:00,.vwmule.t01
587564.html,in2ph2016-07-09akg.s1t10.Juliusfade.flac,in,maybeband,otros,,
587566.html,ph2016-06-25s1t01.flac,ph,canonical,yyyy-mm-dd,2016-06-25 00:00:00,s1t01
587570.html,2016-07-02BruceHornsbyMNZooSchoepsMK41_tr06.flac,brucehornsby,assigned,yyyy-mm-dd,2016-07-02 00:00:00,BruceHornsbyMNZooSchoepsMK41_tr06
587572.html,The Nth Power 7-9-1601.flac,the nth power,assigned,otros,,
587573.html,ptf2016-07-08set1t01.flac,ptf,maybeband,yyyy-mm-dd,2016-07-08 00:00:00,set1t01
587574.html,loslobos2016-07-09t01.flac,loslobos,assigned,yyyy-mm-dd,2016-07-09 00:00:00,t01
587575.html,ph2003-02-25s1t01.flac,ph,canonical,yyyy-mm-dd,2003-02-25 00:00:00,s1t01
587577.html,ph2016-07-10.mk41v.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk41v.sxr4.2496.s1t01
587578.html,ph2016-07-10.mk41v.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk41v.sxr4.1644.s1t01
587580.html,jerryjoseph2016-06-10t09.flac,jerryjoseph,assigned,yyyy-mm-dd,2016-06-10 00:00:00,t09
587581.html,gd76-06-21d1t01.flac,gd,canonical,yy-mm-dd,1976-06-21 00:00:00,d1t01
587582.html,deadfeat2016-04-23s1t01.mk41.nolamule.flac,deadfeat,assigned,yyyy-mm-dd,2016-04-23 00:00:00,s1t01.mk41.nolamule
587583.html,The London Souls 2-6-16.flac,the london souls,assigned,yy-mm-dd,2016-02-06 00:00:00,
587584.html,deadandco2016-07-10akg481set1t01.flac,deadandco,assigned,yyyy-mm-dd,2016-07-10 00:00:00,akg481set1t01
587587.html,davidrawlingsmachine2016-06-16t01.flac,davidrawlingsmachine,assigned,yyyy-mm-dd,2016-06-16 00:00:00,t01
587588.html,Marcus King Band 7-10-1601.flac,marcus king band,assigned,otros,,
587589.html,DEADCo2016-07-10_MK41_SET0101.flac,deadco,assigned,yyyy-mm-dd,2016-07-10 00:00:00,_MK41_SET0101
587590.html,Dead and Company 2016-07-09 24bit t12.flac,dead and company,assigned,yyyy-mm-dd,2016-07-09 00:00:00, 24bit t12
587591.html,hayleyjane2016-07-06.cmc622xt.sbd.matrix-t01.flac,hayleyjane,assigned,yyyy-mm-dd,2016-07-06 00:00:00,.cmc622xt.sbd.matrix-t01
587592.html,hayleyjane2016-07-06.cmc622xt.sbd.matrix-t01.flac,hayleyjane,assigned,yyyy-mm-dd,2016-07-06 00:00:00,.cmc622xt.sbd.matrix-t01
587593.html,elisetestone2016-07-06.cmc622xt.sbd.matrix-t01.flac,elisetestone,assigned,yyyy-mm-dd,2016-07-06 00:00:00,.cmc622xt.sbd.matrix-t01
587594.html,elisetestone2016-07-06.cmc622xt.sbd.matrix-t01.flac,elisetestone,assigned,yyyy-mm-dd,2016-07-06 00:00:00,.cmc622xt.sbd.matrix-t01
587595.html,marcuskingband2016-07-07.cmc622xt.sbd.matrix-t01.flac,marcuskingband,assigned,yyyy-mm-dd,2016-07-07 00:00:00,.cmc622xt.sbd.matrix-t01
587596.html,marcuskingband2016-07-07.cmc622xt.sbd.matrix-t01.flac,marcuskingband,assigned,yyyy-mm-dd,2016-07-07 00:00:00,.cmc622xt.sbd.matrix-t01
587597.html,erickrasnoband2016-07-07.cmc622xt.sbd.matrix-t01.flac,erickrasnoband,assigned,yyyy-mm-dd,2016-07-07 00:00:00,.cmc622xt.sbd.matrix-t01
587598.html,erickrasnoband2016-07-07.cmc622xt.sbd.matrix-t01.flac,erickrasnoband,assigned,yyyy-mm-dd,2016-07-07 00:00:00,.cmc622xt.sbd.matrix-t01
587599.html,erikdeutsch2016-07-08.cmc622xt.sbd.matrix-t01.flac,erikdeutsch,assigned,yyyy-mm-dd,2016-07-08 00:00:00,.cmc622xt.sbd.matrix-t01
587600.html,erikdeutsch2016-07-08.cmc622xt.sbd.matrix-t01.flac,erikdeutsch,assigned,yyyy-mm-dd,2016-07-08 00:00:00,.cmc622xt.sbd.matrix-t01
587601.html,ph2016-07-01(ak40)s2t03.flac,ph,canonical,yyyy-mm-dd,2016-07-01 00:00:00,(ak40)s2t03
587602.html,01 One Are Steve.flac,,blank,otros,,
587603.html,ph2016-07-10.mk41.pfa.dr70d.16bit.set2.t01_Set_2_Intro.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk41.pfa.dr70d.16bit.set2.t01_Set_2_Intro
587604.html,DeadAndCompany2016-07-09d1t01.flac,deadandcompany,assigned,yyyy-mm-dd,2016-07-09 00:00:00,d1t01
587605.html,ph2016-07-10.mk41.pfa.dr70d.24bit.set2.t01_Set_2_Intro.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk41.pfa.dr70d.24bit.set2.t01_Set_2_Intro
587606.html,W.Haynes_2016.Jul.11_t01.flac,w.haynes,assigned,yy-mm-dd,2016-07-01 00:00:00,.11_t01
587610.html,raccoon2016-07-08s4t16.flac,raccoon,assigned,yyyy-mm-dd,2016-07-08 00:00:00,s4t16
587611.html,phish2016-07-10d1t01.flac,phish,incorrect,yyyy-mm-dd,2016-07-10 00:00:00,d1t01
587612.html,phish2016-07-10_set1t01.flac,phish,incorrect,yyyy-mm-dd,2016-07-10 00:00:00,_set1t01
587613.html,deadandcompany2016-06-20d1t01.flac,deadandcompany,assigned,yyyy-mm-dd,2016-06-20 00:00:00,d1t01
587614.html,deadandcompany2016-06-20set1t01.flac,deadandcompany,assigned,yyyy-mm-dd,2016-06-20 00:00:00,set1t01
587615.html,ph2016-07-09.mk41v.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mk41v.sxr4.1644.s1t01
587616.html,ph2016-07-09.mk41v.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mk41v.sxr4.2496.s1t01
587617.html,DeadCo2016-07-09_MK22_SET0101.flac,deadco,assigned,yyyy-mm-dd,2016-07-09 00:00:00,_MK22_SET0101
587618.html,gd1982-02-19s1t01.flac,gd,canonical,yyyy-mm-dd,1982-02-19 00:00:00,s1t01
587620.html,gd76-06-26d1t01.flac,gd,canonical,yy-mm-dd,1976-06-26 00:00:00,d1t01
587621.html,dmb2016-06-28t01.flac,dmb,canonical,yyyy-mm-dd,2016-06-28 00:00:00,t01
587622.html,dmb2016-06-28t01.flac,dmb,canonical,yyyy-mm-dd,2016-06-28 00:00:00,t01
587623.html,db 2016-06-2301.flac,db,canonical,yyyy-mm-dd,2016-06-23 00:00:00,01
587624.html,acornacopia2016-07-11d02t04.flac,acornacopia,notband,yyyy-mm-dd,2016-07-11 00:00:00,d02t04
587625.html,ph94-10-31d4t13.shn,ph,canonical,yy-mm-dd,1994-10-31 00:00:00,d4t13
587626.html,phil2016-07-12d01t04.flac,phil,canonical,yyyy-mm-dd,2016-07-12 00:00:00,d01t04
587627.html,gd84-07-13s2t11.flac,gd,canonical,yy-mm-dd,1984-07-13 00:00:00,s2t11
587628.html,urethane2016-06-11set1t02.flac,urethane,assigned,yyyy-mm-dd,2016-06-11 00:00:00,set1t02
587629.html,jamemurrellstanley2016-07-08t06.flac,jamemurrellstanley,assigned,yyyy-mm-dd,2016-07-08 00:00:00,t06
587630.html,01 Henery Parsons Died.flac,,blank,otros,,
587631.html,sbb2016-06-18d02t07.flac,sbb,maybeband,yyyy-mm-dd,2016-06-18 00:00:00,d02t07
587632.html,2016-07-10 wsp@thejoint_101.flac,wsp,canonical,yyyy-mm-dd,2016-07-10 00:00:00, wsp@thejoint_101
587633.html,gd76-07-12d1t01.flac,gd,canonical,yy-mm-dd,1976-07-12 00:00:00,d1t01
587634.html,2016-07-09 wsp@thejoint_101.flac,wsp,canonical,yyyy-mm-dd,2016-07-09 00:00:00, wsp@thejoint_101
587635.html,dmb2016-07-01t01.flac,dmb,canonical,yyyy-mm-dd,2016-07-01 00:00:00,t01
587636.html,dmb2016-07-01t01.flac,dmb,canonical,yyyy-mm-dd,2016-07-01 00:00:00,t01
587637.html,2016-07-08 wsp@thejoint_101.flac,wsp,canonical,yyyy-mm-dd,2016-07-08 00:00:00, wsp@thejoint_101
587638.html,wsp2016-07-12s1t01.flac,wsp,canonical,yyyy-mm-dd,2016-07-12 00:00:00,s1t01
587639.html,Dead and Company 2016-07-10 24bit t08.flac,dead and company,assigned,yyyy-mm-dd,2016-07-10 00:00:00, 24bit t08
587640.html,Eric Krasno Band 7-8-1601.flac,eric krasno band,assigned,otros,,
587641.html,stuallen2016-07-13d01t07.flac,stuallen,assigned,yyyy-mm-dd,2016-07-13 00:00:00,d01t07
587642.html,DeadAndCompany2016-07-10d1t01.flac,deadandcompany,assigned,yyyy-mm-dd,2016-07-10 00:00:00,d1t01
587643.html,deadandcompany2016-07-13s01t01.flac,deadandcompany,assigned,yyyy-mm-dd,2016-07-13 00:00:00,s01t01
587644.html,ph2016-07-09.mk4v.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mk4v.sxr4.1644.s1t01
587645.html,ph2016-07-09.mk4v.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mk4v.sxr4.2496.s1t01
587646.html,ph2016-07-09.mk22.sxm2.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mk22.sxm2.sxr4.1644.s1t01
587647.html,ph2016-07-09.mk22.sxm2.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-09 00:00:00,.mk22.sxm2.sxr4.2496.s1t01
587648.html,ph2016-07-10.mk4v.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk4v.sxr4.1644.s1t01
587649.html,ph2016-07-10.mk4v.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk4v.sxr4.2496.s1t01
587650.html,ph2016-07-10.mk22.sxm2.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk22.sxm2.sxr4.1644.s1t01
587651.html,ph2016-07-10.mk22.sxm2.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,.mk22.sxm2.sxr4.2496.s1t01
587654.html,jgb1976-03-03iid1t01.flac,jgb,variant,yyyy-mm-dd,1976-03-03 00:00:00,iid1t01
587655.html,ttb16-07-13t-01.flac,ttb,maybeband,yy-mm-dd,2013-07-16 00:00:00,t-01
587658.html,BelaFleckFlecktones2016-06-16_MK2201.flac,belafleckflecktones,assigned,yyyy-mm-dd,2016-06-16 00:00:00,_MK2201
587659.html,dmb2016-07-02t01.flac,dmb,canonical,yyyy-mm-dd,2016-07-02 00:00:00,t01
587660.html,dmb2016-07-02t01.flac,dmb,canonical,yyyy-mm-dd,2016-07-02 00:00:00,t01
587661.html,ph1994-11-26d1t06.shn,ph,canonical,yyyy-mm-dd,1994-11-26 00:00:00,d1t06
587663.html,PL&amp;F 2016-07-12 set one01.flac,pl&amp;f,incorrect,yyyy-mm-dd,2016-07-12 00:00:00, set one01
587664.html,hh2016-05-20_s01_t01.flac,hh,maybeband,yyyy-mm-dd,2016-05-20 00:00:00,_s01_t01
587665.html,futurememory2016-07-11.mix.d2t05.flac,futurememory,assigned,yyyy-mm-dd,2016-07-11 00:00:00,.mix.d2t05
587666.html,wsp2016-07-14d02t02.flac,wsp,canonical,yyyy-mm-dd,2016-07-14 00:00:00,d02t02
587667.html,marksbrothers2016-07-08t08.flac,marksbrothers,assigned,yyyy-mm-dd,2016-07-08 00:00:00,t08
587670.html,hendryx-carbone-zeiner2016-07-10t12.flac,hendryx-carbone-zeiner,assigned,yyyy-mm-dd,2016-07-10 00:00:00,t12
587671.html,loslobos16-07-13t-01.flac,loslobos,assigned,yy-mm-dd,2013-07-16 00:00:00,t-01
587672.html,ekb2016-07-14.mk22.mk41v.sbd.sxr4.1644.s1t01.flac,ekb,maybeband,yyyy-mm-dd,2016-07-14 00:00:00,.mk22.mk41v.sbd.sxr4.1644.s1t01
587673.html,ekb2016-07-14.mk22.mk41v.sbd.sxr4.2496.s1t01.flac,ekb,maybeband,yyyy-mm-dd,2016-07-14 00:00:00,.mk22.mk41v.sbd.sxr4.2496.s1t01
587674.html,dnc2016-07-13t01.flac,dnc,assigned,yyyy-mm-dd,2016-07-13 00:00:00,t01
587675.html,ph2016-07-08.mk4v.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-08 00:00:00,.mk4v.sxr4.1644.s1t01
587676.html,ph2016-07-08.mk4v.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-08 00:00:00,.mk4v.sxr4.2496.s1t01
587677.html,ph2016-07-08.mk22.sxm2.sxr4.1644.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-08 00:00:00,.mk22.sxm2.sxr4.1644.s1t01
587678.html,ph2016-07-08.mk22.sxm2.sxr4.2496.s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-08 00:00:00,.mk22.sxm2.sxr4.2496.s1t01
587679.html,ss20151231.01.midnight hour.flac,ss,canonical,yy-mm-dd,2015-12-31 00:00:00,.01.midnight hour
587680.html,gd84-07-14s2t06.flac,gd,canonical,yy-mm-dd,1984-07-14 00:00:00,s2t06
587681.html,dnc2016-07-13t01.flac,dnc,assigned,yyyy-mm-dd,2016-07-13 00:00:00,t01
587682.html,ss20151231.01.midnight hour.flac,ss,canonical,yy-mm-dd,2015-12-31 00:00:00,.01.midnight hour
587683.html,raccoon2016-07-09s09t08.flac,raccoon,assigned,yyyy-mm-dd,2016-07-09 00:00:00,s09t08
587684.html,gd76-07-17d1t01.flac,gd,canonical,yy-mm-dd,1976-07-17 00:00:00,d1t01
587685.html,mikecooley2016-07-15.vwmule.t01.flac,mikecooley,assigned,yyyy-mm-dd,2016-07-15 00:00:00,.vwmule.t01
587686.html,dead&amp;co2016.07.15.mg21.set01t01.flac,dead&amp;co,assigned,yyyy-mm-dd,2016-07-15 00:00:00,.mg21.set01t01
587687.html,maxcreek2016-07-09set2t04.flac,maxcreek,assigned,yyyy-mm-dd,2016-07-09 00:00:00,set2t04
587688.html,haynes_warren_2016-07-15_s01_t01.flac,haynes_warren,assigned,yyyy-mm-dd,2016-07-15 00:00:00,_s01_t01
587690.html,wh2016-07-15t01.flac,wh,canonical,yyyy-mm-dd,2016-07-15 00:00:00,t01
587691.html,wsp2016-07-15d02t06.flac,wsp,canonical,yyyy-mm-dd,2016-07-15 00:00:00,d02t06
587692.html,ReinaCollinsBandCCR2016-05-14_d1t07_-song_for_Brad-.flac,reinacollinsbandccr,assigned,yyyy-mm-dd,2016-05-14 00:00:00,_d1t07_-song_for_Brad-
587693.html,2016-07-10 wsp@the joint_101.flac,wsp,canonical,yyyy-mm-dd,2016-07-10 00:00:00, wsp@the joint_101
587694.html,Phish2016-06-22(Gefell_M21)set01t01.flac,phish,incorrect,yyyy-mm-dd,2016-06-22 00:00:00,(Gefell_M21)set01t01
587695.html,wsp2016-07-15S1t.01.flac,wsp,canonical,yyyy-mm-dd,2016-07-15 00:00:00,S1t.01
587698.html,dnc2016-07-13t01.flac,dnc,assigned,yyyy-mm-dd,2016-07-13 00:00:00,t01
587699.html,2016-07-08 wsp@the joint_101.flac,wsp,canonical,yyyy-mm-dd,2016-07-08 00:00:00, wsp@the joint_101
587700.html,2016-07-09 wsp@the joint_101.flac,wsp,canonical,yyyy-mm-dd,2016-07-09 00:00:00, wsp@the joint_101
587701.html,Wilco2016.10.07.01.flac,wilco,canonical,yyyy-mm-dd,2016-10-07 00:00:00,.01
587702.html,danlebo2016-07-16d02t02.flac,danlebo,assigned,yyyy-mm-dd,2016-07-16 00:00:00,d02t02
587703.html,TheBathSaltZombies2016-05-21_d1t08_-four_years_ago-.flac,thebathsaltzombies,assigned,yyyy-mm-dd,2016-05-21 00:00:00,_d1t08_-four_years_ago-
587704.html,matrix01.flac,matrix,assigned,otros,,
587705.html,deadco2016-07-16set01t01.flac,deadco,assigned,yyyy-mm-dd,2016-07-16 00:00:00,set01t01
587706.html,wsp2016-07-15S1t.01.flac,wsp,canonical,yyyy-mm-dd,2016-07-15 00:00:00,S1t.01
587707.html,loslobos2016-07-16t01.flac,loslobos,assigned,yyyy-mm-dd,2016-07-16 00:00:00,t01
587708.html,funkfellowship2016-07-15.cmc621xt.sbd.matrix-s1t01.flac,funkfellowship,assigned,yyyy-mm-dd,2016-07-15 00:00:00,.cmc621xt.sbd.matrix-s1t01
587709.html,funkfellowship2016-07-15.cmc621xt.sbd.matrix-s1t01.flac,funkfellowship,assigned,yyyy-mm-dd,2016-07-15 00:00:00,.cmc621xt.sbd.matrix-s1t01
587710.html,high2016-07-16d02t03.flac,high,assigned,yyyy-mm-dd,2016-07-16 00:00:00,d02t03
587711.html,tedeschitrucksband2016-07-16t01.flac,tedeschitrucksband,assigned,yyyy-mm-dd,2016-07-16 00:00:00,t01
587716.html,Phish1995-11-30trk12.flac,phish,incorrect,yyyy-mm-dd,1995-11-30 00:00:00,trk12
587717.html,gd1976-08-04d1t07.flac,gd,canonical,yyyy-mm-dd,1976-08-04 00:00:00,d1t07
587718.html,ph95-06-22d1t09.shn,ph,canonical,yy-mm-dd,1995-06-22 00:00:00,d1t09
587719.html,julierhodes2016-05-21t04.flac,julierhodes,assigned,yyyy-mm-dd,2016-05-21 00:00:00,t04
587720.html,pgroove2016-07-13s1t01.flac,pgroove,assigned,yyyy-mm-dd,2016-07-13 00:00:00,s1t01
587721.html,sci2016-07-16.akg481.t03.flac,sci,canonical,yyyy-mm-dd,2016-07-16 00:00:00,.akg481.t03
587722.html,05 In The Kitchen.flac,,blank,otros,,
587723.html,05 In The Kitchen.flac,,blank,otros,,
587724.html,05 In The Kitchen.flac,,blank,otros,,
587725.html,DeadandCompany20160715S01T01.flac,deadandcompany,assigned,yy-mm-dd,2016-07-15 00:00:00,S01T01
587726.html,DeadandCompany20160716S01T01.flac,deadandcompany,assigned,yy-mm-dd,2016-07-16 00:00:00,S01T01
587727.html,"Phish 2016-07-16 George,Wa t12 Bathtub Gin.flac",phish,incorrect,yyyy-mm-dd,2016-07-16 00:00:00," George,Wa t12 Bathtub Gin"
587728.html,phil2016-07-17d02t02.flac,phil,canonical,yyyy-mm-dd,2016-07-17 00:00:00,d02t02
587729.html,jmt2005-10-11d1t01.flac,jmt,assigned,yyyy-mm-dd,2005-10-11 00:00:00,d1t01
587730.html,dac2016-06-25-d02t02-B+K-4021.flac,dac,assigned,yyyy-mm-dd,2016-06-25 00:00:00,-d02t02-B+K-4021
587731.html,dac2016-06-26-d02t03-B+K-4021.flac,dac,assigned,yyyy-mm-dd,2016-06-26 00:00:00,-d02t03-B+K-4021
587732.html,midnight2016-07-17d01t04.flac,midnight,assigned,yyyy-mm-dd,2016-07-17 00:00:00,d01t04
587733.html,rf2016-07-09t01.flac,rf,maybeband,yyyy-mm-dd,2016-07-09 00:00:00,t01
587736.html,kamasiwashington2016-07-16.akg481.t02.flac,kamasiwashington,assigned,yyyy-mm-dd,2016-07-16 00:00:00,.akg481.t02
587737.html,jgb1976-09-11d1t02.flac,jgb,variant,yyyy-mm-dd,1976-09-11 00:00:00,d1t02
587739.html,GSBG2016-06-17_MK2203.flac,gsbg,assigned,yyyy-mm-dd,2016-06-17 00:00:00,_MK2203
587740.html,ph2016-07-10s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,s1t01
587741.html,ph2016-07-10s1t01.flac,ph,canonical,yyyy-mm-dd,2016-07-10 00:00:00,s1t01
587742.html,wsp2016-07-16s1t01.flac,wsp,canonical,yyyy-mm-dd,2016-07-16 00:00:00,s1t01
587743.html,PH2016-07-15 Set 2 Nak-300 Omnis01.flac,ph,canonical,yyyy-mm-dd,2016-07-15 00:00:00, Set 2 Nak-300 Omnis01
587744.html,ph2016-07-18S1t.01.flac,ph,canonical,yyyy-mm-dd,2016-07-18 00:00:00,S1t.01
587746.html,ph2016-07-18S1t.01.flac,ph,canonical,yyyy-mm-dd,2016-07-18 00:00:00,S1t.01
587748.html,mcooleyt03.flac,mcooleyt,assigned,otros,,
587749.html,phish2016-07-18d02t06.flac,phish,incorrect,yyyy-mm-dd,2016-07-18 00:00:00,d02t06
587750.html,isd2016-07-17d01t06.flac,isd,maybeband,yyyy-mm-dd,2016-07-17 00:00:00,d01t06
587751.html,ph95-12-29d1t08.shn,ph,canonical,yy-mm-dd,1995-12-29 00:00:00,d1t08
587752.html,wp2016-06-24mk4s2t01.flac,wp,variant,yyyy-mm-dd,2016-06-24 00:00:00,mk4s2t01
587753.html,dc2016-07-15set1t01.flac,dc,assigned,yyyy-mm-dd,2016-07-15 00:00:00,set1t01
587754.html,dc2016-07-16set1t01.flac,dc,assigned,yyyy-mm-dd,2016-07-16 00:00:00,set1t01
587755.html,ph2016-07-19S1t.01.flac,ph,canonical,yyyy-mm-dd,2016-07-19 00:00:00,S1t.01
587757.html,ph2016-07-19S1t.01.flac,ph,canonical,yyyy-mm-dd,2016-07-19 00:00:00,S1t.01
587758.html,jgb76-07-08d1t01.flac,jgb,variant,yy-mm-dd,1976-07-08 00:00:00,d1t01
587759.html,phish2016-07-19d02t01.flac,phish,incorrect,yyyy-mm-dd,2016-07-19 00:00:00,d02t01
587760.html,emmylou2016-06-19d01t17.flac,emmylou,assigned,yyyy-mm-dd,2016-06-19 00:00:00,d01t17
587761.html,sierrahull2016-06-19d01t10.flac,sierrahull,assigned,yyyy-mm-dd,2016-06-19 00:00:00,d01t10
587762.html,nrps20151231.01.tuning intro.flac,nrps,assigned,yy-mm-dd,2015-12-31 00:00:00,.01.tuning intro
587763.html,maxcreek2016-07-10t27.flac,maxcreek,assigned,yyyy-mm-dd,2016-07-10 00:00:00,t27
587764.html,wb2016-06-04-at2022-24bit-t01.flac,wb,maybeband,yyyy-mm-dd,2016-06-04 00:00:00,-at2022-24bit-t01
587765.html,wb2016-06-04-at2022-16bit-t01.flac,wb,maybeband,yyyy-mm-dd,2016-06-04 00:00:00,-at2022-16bit-t01
587766.html,PH 2016-07-16 Set 1 Nak-300 Omnis12.flac,ph,canonical,yyyy-mm-dd,2016-07-16 00:00:00, Set 1 Nak-300 Omnis12
587767.html,gd84-07-15s1t02.flac,gd,canonical,yy-mm-dd,1984-07-15 00:00:00,s1t02
587768.html,wsp2016-07-16s1t01.flac,wsp,canonical,yyyy-mm-dd,2016-07-16 00:00:00,s1t01
587769.html,WSP-Joint-LV-7-8-16-01.flac,wsp,canonical,yyyy-mm-dd,2016-07-08 01:00:00,
587770.html,ph1995-12-31d1t01.shn,ph,canonical,yyyy-mm-dd,1995-12-31 00:00:00,d1t01
587773.html,ttb2016-07-20d1t01.flac,ttb,maybeband,yyyy-mm-dd,2016-07-20 00:00:00,d1t01
587774.html,ph2016-07-20S1t.01.flac,ph,canonical,yyyy-mm-dd,2016-07-20 00:00:00,S1t.01
587775.html,crb2016-07-19t-17.flac,crb,assigned,yyyy-mm-dd,2016-07-19 00:00:00,t-17
587776.html,HaasKowertTice2016-07-19.SBD.mk2S.Matrix.flac16-01.flac,haaskowerttice,assigned,yyyy-mm-dd,2016-07-19 00:00:00,.SBD.mk2S.Matrix.flac16-01
587777.html,nma16-07-13t-01.flac,nma,assigned,yy-mm-dd,2013-07-16 00:00:00,t-01
587778.html,ttb2016-07-20d1t01.flac,ttb,maybeband,yyyy-mm-dd,2016-07-20 00:00:00,d1t01
587779.html,nmas2016-07-20t01.flac,nmas,canonical,yyyy-mm-dd,2016-07-20 00:00:00,t01
587780.html,loslobos2016-07-20t01.flac,loslobos,assigned,yyyy-mm-dd,2016-07-20 00:00:00,t01
587781.html,dubapocalypse2016-07-17set1t03.flac,dubapocalypse,assigned,yyyy-mm-dd,2016-07-17 00:00:00,set1t03
587782.html,loslobos2016-07-20t05.flac,loslobos,assigned,yyyy-mm-dd,2016-07-20 00:00:00,t05
587783.html,nmas2016-07-20t09.flac,nmas,canonical,yyyy-mm-dd,2016-07-20 00:00:00,t09
587784.html,ttb2016.07.20.mg21t01.flac,ttb,maybeband,yyyy-mm-dd,2016-07-20 00:00:00,.mg21t01
587785.html,ph2016-07-20S1t.01.flac,ph,canonical,yyyy-mm-dd,2016-07-20 00:00:00,S1t.01
587786.html,"ph20016-07-15 George,Wa t15 Crosseyed And Painless.flac",ph,canonical,otros,,
587787.html,crb2016-07-19t-17.flac,crb,assigned,yyyy-mm-dd,2016-07-19 00:00:00,t-17
587788.html,phish2016-07-20d01t14.flac,phish,incorrect,yyyy-mm-dd,2016-07-20 00:00:00,d01t14
587789.html,"ph2016-07-19 Sf,Ca t07 Wombat.flac",ph,canonical,yyyy-mm-dd,2016-07-19 00:00:00," Sf,Ca t07 Wombat"
